file,class,decoded,payload_len,payload_type
benign/benign/benign_10053.png,benign,0,0,undecoded
benign/benign/benign_10054.png,benign,1,83,text
benign/benign/benign_10055.png,benign,1,82,text
benign/benign/benign_10056.png,benign,1,83,text
benign/benign/benign_10057.png,benign,1,83,text
benign/benign/benign_10058.png,benign,1,83,text
benign/benign/benign_10059.png,benign,1,83,text
benign/benign/benign_1006.png,benign,1,77,text
benign/benign/benign_10060.png,benign,1,83,text
benign/benign/benign_10061.png,benign,1,83,text
benign/benign/benign_10062.png,benign,1,83,text
benign/benign/benign_10063.png,benign,1,83,text
benign/benign/benign_10064.png,benign,1,83,text
benign/benign/benign_10065.png,benign,1,83,text
benign/benign/benign_10066.png,benign,1,83,text
benign/benign/benign_10067.png,benign,1,83,text
benign/benign/benign_10068.png,benign,1,79,text
benign/benign/benign_10069.png,benign,1,82,text
benign/benign/benign_1007.png,benign,1,82,text
benign/benign/benign_10070.png,benign,1,81,text
benign/benign/benign_10071.png,benign,1,79,text
benign/benign/benign_10072.png,benign,0,0,undecoded
benign/benign/benign_10073.png,benign,1,82,text
benign/benign/benign_10074.png,benign,1,81,text
benign/benign/benign_10075.png,benign,1,81,text
benign/benign/benign_10076.png,benign,1,83,text
benign/benign/benign_10077.png,benign,1,77,text
benign/benign/benign_10078.png,benign,1,83,text
benign/benign/benign_10079.png,benign,1,83,text
benign/benign/benign_1008.png,benign,1,82,text
benign/benign/benign_10080.png,benign,0,0,undecoded
benign/benign/benign_10081.png,benign,1,81,text
benign/benign/benign_10082.png,benign,1,83,text
benign/benign/benign_10083.png,benign,0,0,undecoded
benign/benign/benign_10084.png,benign,1,83,text
benign/benign/benign_10085.png,benign,1,82,text
benign/benign/benign_10086.png,benign,1,82,text
benign/benign/benign_10087.png,benign,1,81,text
benign/benign/benign_10088.png,benign,1,83,text
benign/benign/benign_10089.png,benign,1,83,text
benign/benign/benign_1009.png,benign,1,82,text
benign/benign/benign_10090.png,benign,1,83,text
benign/benign/benign_10091.png,benign,1,81,text
benign/benign/benign_10092.png,benign,1,82,text
benign/benign/benign_10093.png,benign,1,77,text
benign/benign/benign_10094.png,benign,1,77,text
benign/benign/benign_10095.png,benign,1,83,text
benign/benign/benign_10096.png,benign,1,83,text
benign/benign/benign_10097.png,benign,1,83,text
benign/benign/benign_10098.png,benign,1,83,text
benign/benign/benign_10099.png,benign,1,83,text
benign/benign/benign_101.png,benign,1,60,text
benign/benign/benign_1010.png,benign,1,77,text
benign/benign/benign_10100.png,benign,1,81,text
benign/benign/benign_10101.png,benign,1,83,text
benign/benign/benign_10102.png,benign,1,83,text
benign/benign/benign_10103.png,benign,1,75,text
benign/benign/benign_10104.png,benign,1,83,text
benign/benign/benign_10105.png,benign,1,79,text
benign/benign/benign_10106.png,benign,1,83,text
benign/benign/benign_10107.png,benign,1,83,text
benign/benign/benign_10108.png,benign,1,78,text
benign/benign/benign_10109.png,benign,1,81,text
benign/benign/benign_1011.png,benign,1,82,text
benign/benign/benign_10110.png,benign,1,83,text
benign/benign/benign_10111.png,benign,1,83,text
benign/benign/benign_10112.png,benign,1,83,text
benign/benign/benign_10113.png,benign,1,83,text
benign/benign/benign_10114.png,benign,1,83,text
benign/benign/benign_10115.png,benign,1,83,text
benign/benign/benign_10116.png,benign,1,83,text
benign/benign/benign_10117.png,benign,1,83,text
benign/benign/benign_10118.png,benign,1,76,text
benign/benign/benign_10119.png,benign,1,82,text
benign/benign/benign_1012.png,benign,1,77,text
benign/benign/benign_10120.png,benign,1,83,text
benign/benign/benign_10121.png,benign,1,82,text
benign/benign/benign_10122.png,benign,1,83,text
benign/benign/benign_10123.png,benign,1,82,text
benign/benign/benign_10124.png,benign,1,83,text
benign/benign/benign_10125.png,benign,1,82,text
benign/benign/benign_10126.png,benign,1,82,text
benign/benign/benign_10127.png,benign,1,81,text
benign/benign/benign_10128.png,benign,1,83,text
benign/benign/benign_10129.png,benign,1,83,text
benign/benign/benign_1013.png,benign,1,82,text
benign/benign/benign_10130.png,benign,1,83,text
benign/benign/benign_10131.png,benign,1,82,text
benign/benign/benign_10132.png,benign,1,83,text
benign/benign/benign_10133.png,benign,1,81,text
benign/benign/benign_10134.png,benign,1,83,text
benign/benign/benign_10135.png,benign,1,83,text
benign/benign/benign_10136.png,benign,1,74,text
benign/benign/benign_10137.png,benign,1,83,text
benign/benign/benign_10138.png,benign,1,83,text
benign/benign/benign_10139.png,benign,1,80,text
benign/benign/benign_1014.png,benign,1,79,text
benign/benign/benign_10140.png,benign,1,81,text
benign/benign/benign_10141.png,benign,1,79,text
benign/benign/benign_10142.png,benign,1,79,text
benign/benign/benign_10143.png,benign,1,83,text
benign/benign/benign_10144.png,benign,1,79,text
benign/benign/benign_10145.png,benign,1,80,text
benign/benign/benign_10146.png,benign,1,83,text
benign/benign/benign_10147.png,benign,1,83,text
benign/benign/benign_10148.png,benign,0,0,undecoded
benign/benign/benign_10149.png,benign,1,82,text
benign/benign/benign_1015.png,benign,1,81,text
benign/benign/benign_10150.png,benign,1,80,text
benign/benign/benign_10151.png,benign,1,80,text
benign/benign/benign_10152.png,benign,1,79,text
benign/benign/benign_10153.png,benign,0,0,undecoded
benign/benign/benign_10154.png,benign,1,80,text
benign/benign/benign_10155.png,benign,1,78,text
benign/benign/benign_10156.png,benign,1,80,text
benign/benign/benign_10157.png,benign,0,0,undecoded
benign/benign/benign_10158.png,benign,1,83,text
benign/benign/benign_10159.png,benign,1,81,text
benign/benign/benign_1016.png,benign,1,82,text
benign/benign/benign_10160.png,benign,1,78,text
benign/benign/benign_10161.png,benign,1,83,text
benign/benign/benign_10162.png,benign,0,0,undecoded
benign/benign/benign_10163.png,benign,1,80,text
benign/benign/benign_10164.png,benign,1,83,text
benign/benign/benign_10165.png,benign,0,0,undecoded
benign/benign/benign_10166.png,benign,1,83,text
benign/benign/benign_10167.png,benign,1,83,text
benign/benign/benign_10168.png,benign,1,80,text
benign/benign/benign_10169.png,benign,1,83,text
benign/benign/benign_1017.png,benign,1,77,text
benign/benign/benign_10170.png,benign,1,83,text
benign/benign/benign_10171.png,benign,1,81,text
benign/benign/benign_10172.png,benign,1,82,text
benign/benign/benign_10173.png,benign,1,81,text
benign/benign/benign_10174.png,benign,0,0,undecoded
benign/benign/benign_10175.png,benign,1,83,text
benign/benign/benign_10176.png,benign,1,83,text
benign/benign/benign_10177.png,benign,1,76,text
benign/benign/benign_10178.png,benign,1,81,text
benign/benign/benign_10179.png,benign,1,83,text
benign/benign/benign_1018.png,benign,1,75,text
benign/benign/benign_10180.png,benign,1,83,text
benign/benign/benign_10181.png,benign,1,83,text
benign/benign/benign_10182.png,benign,1,83,text
benign/benign/benign_10183.png,benign,1,82,text
benign/benign/benign_10184.png,benign,1,83,text
benign/benign/benign_10185.png,benign,1,83,text
benign/benign/benign_10186.png,benign,1,83,text
benign/benign/benign_10187.png,benign,1,78,text
benign/benign/benign_10188.png,benign,1,83,text
benign/benign/benign_10189.png,benign,1,75,text
benign/benign/benign_1019.png,benign,1,79,text
benign/benign/benign_10190.png,benign,1,83,text
benign/benign/benign_10191.png,benign,1,83,text
benign/benign/benign_10192.png,benign,1,81,text
benign/benign/benign_10193.png,benign,1,83,text
benign/benign/benign_10194.png,benign,1,83,text
benign/benign/benign_10195.png,benign,1,82,text
benign/benign/benign_10196.png,benign,1,83,text
benign/benign/benign_10197.png,benign,1,83,text
benign/benign/benign_10198.png,benign,1,83,text
benign/benign/benign_10199.png,benign,1,83,text
benign/benign/benign_102.png,benign,1,52,text
benign/benign/benign_1020.png,benign,1,81,text
benign/benign/benign_10200.png,benign,1,83,text
benign/benign/benign_10201.png,benign,1,83,text
benign/benign/benign_10202.png,benign,1,83,text
benign/benign/benign_10203.png,benign,1,77,text
benign/benign/benign_10204.png,benign,1,83,text
benign/benign/benign_10205.png,benign,1,83,text
benign/benign/benign_10206.png,benign,1,80,text
benign/benign/benign_10207.png,benign,1,82,text
benign/benign/benign_10208.png,benign,0,0,undecoded
benign/benign/benign_10209.png,benign,1,76,text
benign/benign/benign_1021.png,benign,1,77,text
benign/benign/benign_10210.png,benign,1,83,text
benign/benign/benign_10211.png,benign,1,79,text
benign/benign/benign_10212.png,benign,1,78,text
benign/benign/benign_10213.png,benign,1,74,text
benign/benign/benign_10214.png,benign,1,81,text
benign/benign/benign_10215.png,benign,1,83,text
benign/benign/benign_10216.png,benign,1,83,text
benign/benign/benign_10217.png,benign,1,78,text
benign/benign/benign_10218.png,benign,1,80,text
benign/benign/benign_10219.png,benign,1,83,text
benign/benign/benign_1022.png,benign,1,78,text
benign/benign/benign_10220.png,benign,1,79,text
benign/benign/benign_10221.png,benign,1,78,text
benign/benign/benign_10222.png,benign,1,83,text
benign/benign/benign_10223.png,benign,1,83,text
benign/benign/benign_10224.png,benign,1,83,text
benign/benign/benign_10225.png,benign,1,82,text
benign/benign/benign_10226.png,benign,1,83,text
benign/benign/benign_10227.png,benign,1,83,text
benign/benign/benign_10228.png,benign,0,0,undecoded
benign/benign/benign_10229.png,benign,0,0,undecoded
benign/benign/benign_1023.png,benign,1,81,text
benign/benign/benign_10230.png,benign,1,81,text
benign/benign/benign_10231.png,benign,1,83,text
benign/benign/benign_10232.png,benign,1,83,text
benign/benign/benign_10233.png,benign,1,83,text
benign/benign/benign_10234.png,benign,1,82,text
benign/benign/benign_10235.png,benign,1,83,text
benign/benign/benign_10236.png,benign,0,0,undecoded
benign/benign/benign_10237.png,benign,1,83,text
benign/benign/benign_10238.png,benign,0,0,undecoded
benign/benign/benign_10239.png,benign,1,83,text
benign/benign/benign_1024.png,benign,1,82,text
benign/benign/benign_10240.png,benign,1,76,text
benign/benign/benign_10241.png,benign,1,78,text
benign/benign/benign_10242.png,benign,1,80,text
benign/benign/benign_10243.png,benign,1,83,text
benign/benign/benign_10244.png,benign,1,75,text
benign/benign/benign_10245.png,benign,1,83,text
benign/benign/benign_10246.png,benign,1,83,text
benign/benign/benign_10247.png,benign,1,79,text
benign/benign/benign_10248.png,benign,1,81,text
benign/benign/benign_10249.png,benign,1,79,text
benign/benign/benign_1025.png,benign,1,77,text
benign/benign/benign_10250.png,benign,1,83,text
benign/benign/benign_10251.png,benign,1,83,text
benign/benign/benign_10252.png,benign,1,83,text
benign/benign/benign_10253.png,benign,0,0,undecoded
benign/benign/benign_10254.png,benign,1,83,text
benign/benign/benign_10255.png,benign,0,0,undecoded
benign/benign/benign_10256.png,benign,1,83,text
benign/benign/benign_10257.png,benign,1,83,text
benign/benign/benign_10258.png,benign,0,0,undecoded
benign/benign/benign_10259.png,benign,1,83,text
benign/benign/benign_1026.png,benign,1,82,text
benign/benign/benign_10260.png,benign,1,83,text
benign/benign/benign_10261.png,benign,1,83,text
benign/benign/benign_10262.png,benign,1,80,text
benign/benign/benign_10263.png,benign,1,80,text
benign/benign/benign_10264.png,benign,0,0,undecoded
benign/benign/benign_10265.png,benign,1,82,text
benign/benign/benign_10266.png,benign,1,83,text
benign/benign/benign_10267.png,benign,1,83,text
benign/benign/benign_10268.png,benign,1,82,text
benign/benign/benign_10269.png,benign,1,83,text
benign/benign/benign_1027.png,benign,1,82,text
benign/benign/benign_10270.png,benign,1,83,text
benign/benign/benign_10271.png,benign,1,83,text
benign/benign/benign_10272.png,benign,1,83,text
benign/benign/benign_10273.png,benign,1,83,text
benign/benign/benign_10274.png,benign,1,83,text
benign/benign/benign_10275.png,benign,1,83,text
benign/benign/benign_10276.png,benign,1,83,text
benign/benign/benign_10277.png,benign,1,78,text
benign/benign/benign_10278.png,benign,1,83,text
benign/benign/benign_10279.png,benign,1,80,text
benign/benign/benign_1028.png,benign,0,0,undecoded
benign/benign/benign_10280.png,benign,1,83,text
benign/benign/benign_10281.png,benign,1,83,text
benign/benign/benign_10282.png,benign,1,83,text
benign/benign/benign_10283.png,benign,1,80,text
benign/benign/benign_10284.png,benign,1,82,text
benign/benign/benign_10285.png,benign,0,0,undecoded
benign/benign/benign_10286.png,benign,1,83,text
benign/benign/benign_10287.png,benign,1,83,text
benign/benign/benign_10288.png,benign,1,83,text
benign/benign/benign_10289.png,benign,1,81,text
benign/benign/benign_1029.png,benign,0,0,undecoded
benign/benign/benign_10290.png,benign,1,83,text
benign/benign/benign_10291.png,benign,1,81,text
benign/benign/benign_10292.png,benign,1,80,text
benign/benign/benign_10293.png,benign,1,80,text
benign/benign/benign_10294.png,benign,0,0,undecoded
benign/benign/benign_10295.png,benign,1,74,text
benign/benign/benign_10296.png,benign,1,81,text
benign/benign/benign_10297.png,benign,1,77,text
benign/benign/benign_10298.png,benign,1,83,text
benign/benign/benign_10299.png,benign,1,83,text
benign/benign/benign_103.png,benign,1,53,text
benign/benign/benign_1030.png,benign,1,82,text
benign/benign/benign_10300.png,benign,1,83,text
benign/benign/benign_10301.png,benign,1,83,text
benign/benign/benign_10302.png,benign,1,83,text
benign/benign/benign_10303.png,benign,1,83,text
benign/benign/benign_10304.png,benign,1,83,text
benign/benign/benign_10305.png,benign,1,83,text
benign/benign/benign_10306.png,benign,1,83,text
benign/benign/benign_10307.png,benign,1,83,text
benign/benign/benign_10308.png,benign,1,80,text
benign/benign/benign_10309.png,benign,1,74,text
benign/benign/benign_1031.png,benign,1,82,text
benign/benign/benign_10310.png,benign,1,83,text
benign/benign/benign_10311.png,benign,1,80,text
benign/benign/benign_10312.png,benign,1,83,text
benign/benign/benign_10313.png,benign,1,83,text
benign/benign/benign_10314.png,benign,1,72,text
benign/benign/benign_10315.png,benign,1,83,text
benign/benign/benign_10316.png,benign,1,83,text
benign/benign/benign_10317.png,benign,1,74,text
benign/benign/benign_10318.png,benign,1,83,text
benign/benign/benign_10319.png,benign,0,0,undecoded
benign/benign/benign_1032.png,benign,1,79,text
benign/benign/benign_10320.png,benign,1,83,text
benign/benign/benign_10321.png,benign,1,78,text
benign/benign/benign_10322.png,benign,0,0,undecoded
benign/benign/benign_10323.png,benign,1,83,text
benign/benign/benign_10324.png,benign,1,80,text
benign/benign/benign_10325.png,benign,1,82,text
benign/benign/benign_10326.png,benign,1,82,text
benign/benign/benign_10327.png,benign,1,81,text
benign/benign/benign_10328.png,benign,1,74,text
benign/benign/benign_10329.png,benign,1,80,text
benign/benign/benign_1033.png,benign,1,80,text
benign/benign/benign_10330.png,benign,1,82,text
benign/benign/benign_10331.png,benign,1,75,text
benign/benign/benign_10332.png,benign,1,74,text
benign/benign/benign_10333.png,benign,1,78,text
benign/benign/benign_10334.png,benign,1,83,text
benign/benign/benign_10335.png,benign,0,0,undecoded
benign/benign/benign_10336.png,benign,1,83,text
benign/benign/benign_10337.png,benign,1,83,text
benign/benign/benign_10338.png,benign,1,73,text
benign/benign/benign_10339.png,benign,1,82,text
benign/benign/benign_1034.png,benign,1,82,text
benign/benign/benign_10340.png,benign,1,83,text
benign/benign/benign_10341.png,benign,1,83,text
benign/benign/benign_10342.png,benign,1,83,text
benign/benign/benign_10343.png,benign,1,83,text
benign/benign/benign_10344.png,benign,1,83,text
benign/benign/benign_10345.png,benign,1,83,text
benign/benign/benign_10346.png,benign,1,83,text
benign/benign/benign_10347.png,benign,1,83,text
benign/benign/benign_10348.png,benign,1,83,text
benign/benign/benign_10349.png,benign,1,83,text
benign/benign/benign_1035.png,benign,1,82,text
benign/benign/benign_10350.png,benign,1,83,text
benign/benign/benign_10351.png,benign,1,83,text
benign/benign/benign_10352.png,benign,0,0,undecoded
benign/benign/benign_10353.png,benign,1,83,text
benign/benign/benign_10354.png,benign,1,83,text
benign/benign/benign_10355.png,benign,1,83,text
benign/benign/benign_10356.png,benign,1,83,text
benign/benign/benign_10357.png,benign,1,83,text
benign/benign/benign_10358.png,benign,1,83,text
benign/benign/benign_10359.png,benign,0,0,undecoded
benign/benign/benign_1036.png,benign,1,77,text
benign/benign/benign_10360.png,benign,1,83,text
benign/benign/benign_10361.png,benign,1,83,text
benign/benign/benign_10362.png,benign,1,83,text
benign/benign/benign_10363.png,benign,1,83,text
benign/benign/benign_10364.png,benign,1,83,text
benign/benign/benign_10365.png,benign,1,83,text
benign/benign/benign_10366.png,benign,1,83,text
benign/benign/benign_10367.png,benign,1,83,text
benign/benign/benign_10368.png,benign,1,83,text
benign/benign/benign_10369.png,benign,1,83,text
benign/benign/benign_1037.png,benign,1,82,text
benign/benign/benign_10370.png,benign,1,83,text
benign/benign/benign_10371.png,benign,1,83,text
benign/benign/benign_10372.png,benign,1,83,text
benign/benign/benign_10373.png,benign,1,79,text
benign/benign/benign_10374.png,benign,1,83,text
benign/benign/benign_10375.png,benign,1,83,text
benign/benign/benign_10376.png,benign,1,79,text
benign/benign/benign_10377.png,benign,1,77,text
benign/benign/benign_10378.png,benign,1,77,text
benign/benign/benign_10379.png,benign,1,83,text
benign/benign/benign_1038.png,benign,1,82,text
benign/benign/benign_10380.png,benign,1,75,text
benign/benign/benign_10381.png,benign,1,83,text
benign/benign/benign_10382.png,benign,1,82,text
benign/benign/benign_10383.png,benign,1,81,text
benign/benign/benign_10384.png,benign,1,83,text
benign/benign/benign_10385.png,benign,1,76,text
benign/benign/benign_10386.png,benign,1,83,text
benign/benign/benign_10387.png,benign,1,79,text
benign/benign/benign_10388.png,benign,1,77,text
benign/benign/benign_10389.png,benign,1,83,text
benign/benign/benign_1039.png,benign,1,77,text
benign/benign/benign_10390.png,benign,1,80,text
benign/benign/benign_10391.png,benign,1,79,text
benign/benign/benign_10392.png,benign,1,77,text
benign/benign/benign_10393.png,benign,1,80,text
benign/benign/benign_10394.png,benign,1,77,text
benign/benign/benign_10395.png,benign,0,0,undecoded
benign/benign/benign_10396.png,benign,1,83,text
benign/benign/benign_10397.png,benign,1,83,text
benign/benign/benign_10398.png,benign,1,83,text
benign/benign/benign_10399.png,benign,1,83,text
benign/benign/benign_104.png,benign,1,58,text
benign/benign/benign_1040.png,benign,1,82,text
benign/benign/benign_10400.png,benign,1,82,text
benign/benign/benign_10401.png,benign,1,78,text
benign/benign/benign_10402.png,benign,1,74,text
benign/benign/benign_10403.png,benign,1,83,text
benign/benign/benign_10404.png,benign,1,83,text
benign/benign/benign_10405.png,benign,1,83,text
benign/benign/benign_10406.png,benign,1,82,text
benign/benign/benign_10407.png,benign,1,83,text
benign/benign/benign_10408.png,benign,1,83,text
benign/benign/benign_10409.png,benign,1,83,text
benign/benign/benign_1041.png,benign,1,73,text
benign/benign/benign_10410.png,benign,1,83,text
benign/benign/benign_10411.png,benign,1,83,text
benign/benign/benign_10412.png,benign,1,83,text
benign/benign/benign_10413.png,benign,1,83,text
benign/benign/benign_10414.png,benign,1,83,text
benign/benign/benign_10415.png,benign,1,83,text
benign/benign/benign_10416.png,benign,1,83,text
benign/benign/benign_10417.png,benign,1,83,text
benign/benign/benign_10418.png,benign,1,83,text
benign/benign/benign_10419.png,benign,1,83,text
benign/benign/benign_1042.png,benign,1,74,text
benign/benign/benign_10420.png,benign,1,83,text
benign/benign/benign_10421.png,benign,1,83,text
benign/benign/benign_10422.png,benign,1,83,text
benign/benign/benign_10423.png,benign,1,83,text
benign/benign/benign_10424.png,benign,1,83,text
benign/benign/benign_10425.png,benign,1,83,text
benign/benign/benign_10426.png,benign,1,83,text
benign/benign/benign_10427.png,benign,0,0,undecoded
benign/benign/benign_10428.png,benign,1,83,text
benign/benign/benign_10429.png,benign,1,83,text
benign/benign/benign_1043.png,benign,1,82,text
benign/benign/benign_10430.png,benign,0,0,undecoded
benign/benign/benign_10431.png,benign,1,83,text
benign/benign/benign_10432.png,benign,1,83,text
benign/benign/benign_10433.png,benign,1,83,text
benign/benign/benign_10434.png,benign,1,83,text
benign/benign/benign_10435.png,benign,0,0,undecoded
benign/benign/benign_10436.png,benign,0,0,undecoded
benign/benign/benign_10437.png,benign,1,83,text
benign/benign/benign_10438.png,benign,1,83,text
benign/benign/benign_10439.png,benign,1,83,text
benign/benign/benign_1044.png,benign,1,76,text
benign/benign/benign_10440.png,benign,1,83,text
benign/benign/benign_10441.png,benign,1,83,text
benign/benign/benign_10442.png,benign,1,83,text
benign/benign/benign_10443.png,benign,1,83,text
benign/benign/benign_10444.png,benign,1,83,text
benign/benign/benign_10445.png,benign,1,83,text
benign/benign/benign_10446.png,benign,1,83,text
benign/benign/benign_10447.png,benign,1,83,text
benign/benign/benign_10448.png,benign,1,77,text
benign/benign/benign_10449.png,benign,1,83,text
benign/benign/benign_1045.png,benign,1,73,text
benign/benign/benign_10450.png,benign,1,83,text
benign/benign/benign_10451.png,benign,1,83,text
benign/benign/benign_10452.png,benign,1,83,text
benign/benign/benign_10453.png,benign,1,81,text
benign/benign/benign_10454.png,benign,1,83,text
benign/benign/benign_10455.png,benign,1,75,text
benign/benign/benign_10456.png,benign,1,82,text
benign/benign/benign_10457.png,benign,1,79,text
benign/benign/benign_10458.png,benign,1,83,text
benign/benign/benign_10459.png,benign,1,82,text
benign/benign/benign_1046.png,benign,1,77,text
benign/benign/benign_10460.png,benign,1,83,text
benign/benign/benign_10461.png,benign,1,80,text
benign/benign/benign_10462.png,benign,1,83,text
benign/benign/benign_10463.png,benign,1,82,text
benign/benign/benign_10464.png,benign,1,83,text
benign/benign/benign_10465.png,benign,1,83,text
benign/benign/benign_10466.png,benign,1,80,text
benign/benign/benign_10467.png,benign,1,79,text
benign/benign/benign_10468.png,benign,1,75,text
benign/benign/benign_10469.png,benign,1,83,text
benign/benign/benign_1047.png,benign,1,80,text
benign/benign/benign_10470.png,benign,1,77,text
benign/benign/benign_10471.png,benign,1,73,text
benign/benign/benign_10472.png,benign,1,83,text
benign/benign/benign_10473.png,benign,1,83,text
benign/benign/benign_10474.png,benign,1,83,text
benign/benign/benign_10475.png,benign,1,83,text
benign/benign/benign_10476.png,benign,1,83,text
benign/benign/benign_10477.png,benign,1,80,text
benign/benign/benign_10478.png,benign,1,83,text
benign/benign/benign_10479.png,benign,1,83,text
benign/benign/benign_1048.png,benign,1,73,text
benign/benign/benign_10480.png,benign,1,83,text
benign/benign/benign_10481.png,benign,1,83,text
benign/benign/benign_10482.png,benign,1,83,text
benign/benign/benign_10483.png,benign,1,83,text
benign/benign/benign_10484.png,benign,1,83,text
benign/benign/benign_10485.png,benign,1,83,text
benign/benign/benign_10486.png,benign,1,83,text
benign/benign/benign_10487.png,benign,1,83,text
benign/benign/benign_10488.png,benign,0,0,undecoded
benign/benign/benign_10489.png,benign,1,83,text
benign/benign/benign_1049.png,benign,1,73,text
benign/benign/benign_10490.png,benign,0,0,undecoded
benign/benign/benign_10491.png,benign,1,83,text
benign/benign/benign_10492.png,benign,1,83,text
benign/benign/benign_10493.png,benign,1,83,text
benign/benign/benign_10494.png,benign,1,83,text
benign/benign/benign_10495.png,benign,1,83,text
benign/benign/benign_10496.png,benign,1,82,text
benign/benign/benign_10497.png,benign,1,83,text
benign/benign/benign_10498.png,benign,1,83,text
benign/benign/benign_10499.png,benign,0,0,undecoded
benign/benign/benign_105.png,benign,1,51,text
benign/benign/benign_1050.png,benign,1,82,text
benign/benign/benign_10500.png,benign,1,83,text
benign/benign/benign_10501.png,benign,1,83,text
benign/benign/benign_10502.png,benign,1,83,text
benign/benign/benign_10503.png,benign,1,83,text
benign/benign/benign_10504.png,benign,1,83,text
benign/benign/benign_10505.png,benign,1,83,text
benign/benign/benign_10506.png,benign,1,83,text
benign/benign/benign_10507.png,benign,1,83,text
benign/benign/benign_10508.png,benign,1,83,text
benign/benign/benign_10509.png,benign,1,83,text
benign/benign/benign_1051.png,benign,1,82,text
benign/benign/benign_10510.png,benign,1,83,text
benign/benign/benign_10511.png,benign,1,83,text
benign/benign/benign_10512.png,benign,1,83,text
benign/benign/benign_10513.png,benign,1,83,text
benign/benign/benign_10514.png,benign,1,83,text
benign/benign/benign_10515.png,benign,1,83,text
benign/benign/benign_10516.png,benign,1,83,text
benign/benign/benign_10517.png,benign,1,83,text
benign/benign/benign_10518.png,benign,1,83,text
benign/benign/benign_10519.png,benign,1,83,text
benign/benign/benign_1052.png,benign,1,78,text
benign/benign/benign_10520.png,benign,1,83,text
benign/benign/benign_10521.png,benign,1,83,text
benign/benign/benign_10522.png,benign,1,83,text
benign/benign/benign_10523.png,benign,1,82,text
benign/benign/benign_10524.png,benign,1,83,text
benign/benign/benign_10525.png,benign,1,77,text
benign/benign/benign_10526.png,benign,1,83,text
benign/benign/benign_10527.png,benign,1,83,text
benign/benign/benign_10528.png,benign,1,83,text
benign/benign/benign_10529.png,benign,1,83,text
benign/benign/benign_1053.png,benign,1,75,text
benign/benign/benign_10530.png,benign,1,83,text
benign/benign/benign_10531.png,benign,1,83,text
benign/benign/benign_10532.png,benign,1,83,text
benign/benign/benign_10533.png,benign,1,83,text
benign/benign/benign_10534.png,benign,1,83,text
benign/benign/benign_10535.png,benign,1,83,text
benign/benign/benign_10536.png,benign,1,78,text
benign/benign/benign_10537.png,benign,1,83,text
benign/benign/benign_10538.png,benign,1,83,text
